location,distance(kpc),SMA(au),eccentricity,m1/m_sun,m2/m_sun,SNR
ngc6342_ejected,8.6,1.050041952,0.558333279,21.725902,24.48423,4.22256e-06
terzan8_ejected,24.8,4.403338718,0.906759184,36.203334,40.5,4.20908e-06
ngc6352_ejected,5.3,0.474676067,0.157353371,14.150156,13.415601,4.20331e-06
ngc6723_ejected,8.2,1.097425607,0.323326527,41.651723,40.074749,4.18072e-06
ngc6569_ejected,8.1,0.527154211,0.100067548,17.390879,22.41987,4.17952e-06
ngc2419_ejected,90.4,0.419972783,0.252658852,29.596031,18.745727,4.17792e-06
ngc6558_ejected,8.7,1.050041952,0.558333279,21.725902,24.48423,4.17403e-06
Ton2_ejected,8.2,0.995383883,0.4295403,29.472667,27.869611,4.15331e-06
ngc6569_ejected,8.1,0.608642148,0.182426603,23.926342,19.537406,4.14822e-06
UKS1_ejected,7.2,1.450161471,0.599524295,35.616919,26.533393,4.14755e-06
ngc6553_ejected,4.1,0.639826513,0.504361016,7.4178966,13.583979,4.14693e-06
terzan3_ejected,25.2,4.403338718,0.906759184,36.203334,40.5,4.14227e-06
ngc6723_ejected,8.2,2.699013938,0.835217714,21.622176,32.352576,4.11457e-06
ngc6569_ejected,8.1,3.55696479,0.91632151,14.957124,19.783295,4.10227e-06
ngc3201_ejected,4.9,1.036780334,0.61568426,16.890272,14.971907,4.10035e-06
ngc5897_ejected,12.4,1.472059321,0.570256678,40.5,40.5,4.08795e-06
UKS1_ejected,7.2,1.616600913,0.616202294,27.354729,41.918935,4.07903e-06
ngc6652_ejected,9.0,1.050041952,0.558333279,21.725902,24.48423,4.03489e-06
ngc5053_ejected,16.0,4.2501528,0.924770487,24.327521,23.877819,4.03168e-06
ngc6333_ejected,8.1,0.875316756,0.472798534,18.960463,23.754192,4.02369e-06
ngc6637_ejected,7.8,0.666604349,0.47637257,16.190205,11.998379,4.01084e-06
terzan10_ejected,7.9,0.440767762,0.116212309,12.663815,16.713589,3.9988e-06
ngc5024_ejected,18.1,0.362927562,0.204640846,11.15639,13.86926,3.99419e-06
ngc6584_ejected,12.5,1.419046811,0.801112135,13.553723,16.164717,3.99002e-06
ngc6287_ejected,8.2,0.875316756,0.472798534,18.960463,23.754192,3.97462e-06
ngc1261_ejected,15.2,0.658052762,0.525237237,13.655377,16.234347,3.96942e-06
ngc7089_ejected,11.1,0.53423808,0.315110488,16.28462,15.016806,3.95507e-06
ngc5466_ejected,16.3,1.766922369,0.789817268,19.130523,28.732847,3.94843e-06
ngc6934_ejected,14.4,1.144963793,0.741180252,15.543404,15.630508,3.94252e-06
ngc6362_ejected,7.2,2.943739949,0.804511258,41.535538,29.741376,3.92257e-06
ngc5897_ejected,12.4,1.288313139,0.579472421,29.766051,34.323391,3.90111e-06
HP1_ejected,8.1,0.440767762,0.116212309,12.663815,16.713589,3.90007e-06
ngc4372_ejected,4.6,0.875432062,0.208508222,28.625909,29.67049,3.88654e-06
ngc6254_ejected,4.1,1.876138662,0.824545058,14.377293,12.535982,3.88537e-06
ngc6749_ejected,9.7,4.06654203,0.892695896,29.301047,29.92867,3.88405e-06
IC1276_ejected,8.9,1.329939972,0.720486151,18.669285,17.913113,3.88045e-06
ngc6981_ejected,16.2,1.33514461,0.777719654,16.559187,16.788701,3.8636e-06
ngc6569_ejected,8.1,0.666604349,0.47637257,16.190205,11.998379,3.86229e-06
ngc6760_ejected,6.9,0.742521213,0.594958099,12.508026,10.264461,3.83678e-06
ngc2419_ejected,90.4,0.404359331,0.186834756,27.155499,21.667082,3.83446e-06
ngc7099_ejected,7.7,0.776066253,0.465233167,16.143086,19.12221,3.81809e-06
ngc3201_ejected,4.9,1.881129218,0.808342496,15.041308,16.534423,3.80081e-06
pal_6_ejected,6.2,0.471585859,0.489056459,7.5118894,7.5093679,3.80028e-06
ngc5927_ejected,7.0,0.742521213,0.594958099,12.508026,10.264461,3.78197e-06
ngc6093_ejected,8.4,0.440767762,0.116212309,12.663815,16.713589,3.76078e-06
ngc6838_ejected,3.6,1.213798234,0.69541465,13.031112,13.630864,3.76044e-06
ngc6717_ejected,6.6,0.975380719,0.250193709,19.10018,58.162858,3.74236e-06
ngc3201_ejected,4.9,1.367614846,0.699017279,17.123262,17.16264,3.72551e-06
ngc7006_ejected,39.5,0.674241676,0.450413069,23.602157,25.084912,3.72511e-06
ngc5897_ejected,12.4,1.517453054,0.566952985,56.399408,29.348453,3.71956e-06
ngc4590_ejected,9.9,1.336611445,0.60958202,29.483782,27.143882,3.70572e-06
ngc6304_ejected,5.6,0.956823937,0.622541004,11.868753,16.294087,3.69754e-06
ngc6715_ejected,25.4,1.184788916,0.556115746,51.908398,25.2671,3.69512e-06
ngc6681_ejected,8.6,0.440767762,0.116212309,12.663815,16.713589,3.67332e-06
ngc6626_ejected,5.5,0.827523274,0.5862684,11.78138,13.364611,3.67255e-06
ngc6723_ejected,8.2,0.950199956,0.640148127,15.347077,13.907553,3.65375e-06
ngc3201_ejected,4.9,0.800210657,0.397321557,14.227735,22.971253,3.64397e-06
ngc6366_ejected,3.4,4.049498102,0.815908868,40.634184,40.447838,3.63581e-06
ngc6553_ejected,4.1,0.564871534,0.5119673,8.2299531,7.8142458,3.63209e-06
ngc6723_ejected,8.2,0.715002051,0.313546996,16.850921,26.399256,3.62834e-06
pal_5_ejected,21.8,2.170844024,0.853935444,16.969035,27.270658,3.62468e-06
ngc6934_ejected,14.4,0.6149085,0.382521205,20.659378,15.248758,3.61815e-06
ngc3201_ejected,4.9,1.551508854,0.749411514,15.427405,17.213114,3.61699e-06
terzan2_ejected,8.9,0.909582399,0.778960211,7.9429127,7.4660143,3.60946e-06
terzan7_ejected,21.9,2.170844024,0.853935444,16.969035,27.270658,3.60813e-06
Djor2_ejected,13.2,0.662980273,0.486909202,16.484893,14.381895,3.6042e-06
Arp2_ejected,29.0,4.403338718,0.906759184,36.203334,40.5,3.59949e-06
ngc6981_ejected,16.2,0.698967579,0.520213722,16.84078,15.758911,3.57981e-06
ngc5024_ejected,18.1,0.466698115,0.179424911,19.526467,16.666214,3.56893e-06
ngc2419_ejected,90.4,0.571080733,0.364285359,27.604535,30.600955,3.56437e-06
pal_8_ejected,11.7,2.056731429,0.867370439,13.736487,15.596261,3.55564e-06
IC4499_ejected,17.6,1.511794745,0.617260738,40.433023,37.422339,3.53885e-06
ngc6715_ejected,25.4,1.744343793,0.435360991,103.39543,71.569001,3.53778e-06
ngc4372_ejected,4.6,1.336857147,0.670626799,14.142919,22.137478,3.52667e-06
ngc6144_ejected,9.8,1.329939972,0.720486151,18.669285,17.913113,3.52408e-06
Pyxis_ejected,34.9,8.780917073,0.979920447,16.308188,17.228587,3.52155e-06
ngc6749_ejected,9.7,0.995383883,0.4295403,29.472667,27.869611,3.51104e-06
ngc6325_ejected,9.0,0.440767762,0.116212309,12.663815,16.713589,3.51006e-06
ngc288_ejected,8.1,2.943739949,0.804511258,41.535538,29.741376,3.48673e-06
ngc6101_ejected,14.7,4.315755548,0.938553217,18.043245,17.734539,3.47306e-06
ngc6366_ejected,3.4,4.547762777,0.924068597,14.984399,16.929469,3.46813e-06
Liller1_ejected,10.2,0.452074128,0.435606862,10.863802,7.4201123,3.4644e-06
ngc6539_ejected,7.5,1.551148635,0.574698127,29.155732,41.539661,3.42503e-06
pal_8_ejected,11.7,1.640446191,0.78606867,16.705389,20.888001,3.4246e-06
ngc6535_ejected,6.6,2.946689918,0.834721688,29.455858,24.448868,3.42457e-06
ngc6333_ejected,8.1,1.974433184,0.833087735,18.059099,14.358919,3.41782e-06
ngc4590_ejected,9.9,1.268361547,0.74204881,17.388512,13.440568,3.39615e-06
ngc4590_ejected,9.9,1.926689264,0.856333396,13.356597,14.12629,3.38127e-06
ngc6287_ejected,8.2,1.974433184,0.833087735,18.059099,14.358919,3.37614e-06
terzan6_ejected,7.1,0.594031987,0.217916564,14.961032,20.998366,3.36353e-06
ngc6553_ejected,4.1,0.915823813,0.552166865,13.624996,14.894411,3.34958e-06
ngc6333_ejected,8.1,2.100222588,0.792335583,18.861692,27.554643,3.34603e-06
ngc5466_ejected,16.3,2.417646586,0.756252173,44.660738,40.5,3.33938e-06
Djor2_ejected,13.2,0.53423808,0.315110488,16.28462,15.016806,3.32586e-06
ngc6218_ejected,5.4,1.115573485,0.622674006,16.444812,17.010162,3.32569e-06
ngc5694_ejected,33.0,0.391598524,0.092407887,18.134943,19.112389,3.31926e-06
ngc6496_ejected,10.9,1.202643664,0.502221074,25.700414,40.395086,3.31283e-06
ngc6287_ejected,8.2,2.100222588,0.792335583,18.861692,27.554643,3.30523e-06
ngc5139_ejected,4.9,0.630647427,0.105866531,18.04292,22.764758,3.29215e-06
ngc5897_ejected,12.4,2.259142113,0.759682701,29.303798,40.5,3.28035e-06
ngc2298_ejected,10.4,1.733375577,0.776214898,22.377462,18.526737,3.27302e-06
ngc6642_ejected,7.3,0.594031987,0.217916564,14.961032,20.998366,3.27138e-06
ngc6101_ejected,14.7,0.62723887,0.332386693,19.412375,19.986529,3.26681e-06
ngc7492_ejected,24.3,2.170844024,0.853935444,16.969035,27.270658,3.25177e-06
ngc6584_ejected,12.5,1.027378143,0.590982114,20.965552,21.117677,3.24174e-06
ngc5897_ejected,12.4,4.342450172,0.9338116,22.17464,14.947079,3.2257e-06
ngc2808_ejected,8.9,0.859126411,0.443785388,23.942995,18.773153,3.22448e-06
ngc7006_ejected,39.5,1.297417975,0.794710137,17.418972,18.58483,3.19032e-06
ngc2419_ejected,90.4,0.541924103,0.489427424,21.26752,18.571621,3.19007e-06
ngc6553_ejected,4.1,0.510073621,0.440695245,7.4796766,8.2295757,3.18868e-06
ngc6304_ejected,5.6,2.213005173,0.746526554,42.740343,16.705765,3.18863e-06
ngc5466_ejected,16.3,1.443641529,0.738686209,21.107407,21.907938,3.1789e-06
ngc6934_ejected,14.4,0.685304218,0.463812723,19.176094,14.739218,3.17634e-06
ngc6638_ejected,7.8,2.402442127,0.861279884,16.819088,16.275193,3.17344e-06
ngc6171_ejected,6.0,0.602431847,0.295791644,15.14945,14.65967,3.16649e-06
ngc6229_ejected,28.3,0.436370482,0.099987359,12.651095,30.242986,3.15402e-06
ngc1261_ejected,15.2,0.564378752,0.189557866,20.22793,22.609734,3.14619e-06
ngc6496_ejected,10.9,1.097425607,0.323326527,41.651723,40.074749,3.14513e-06
ngc4833_ejected,5.7,0.875432062,0.208508222,28.625909,29.67049,3.1365e-06
ngc4590_ejected,9.9,2.159951947,0.750726284,33.300603,29.154415,3.12803e-06
ngc6441_ejected,9.2,0.859126411,0.443785388,23.942995,18.773153,3.11934e-06
ngc5024_ejected,18.1,0.588596749,0.45027745,13.401698,16.414815,3.11799e-06
ngc5272_ejected,9.7,0.573904352,0.290791463,17.011751,15.305127,3.10718e-06
ngc6496_ejected,10.9,2.699013938,0.835217714,21.622176,32.352576,3.09537e-06
ngc6273_ejected,8.3,1.551148635,0.574698127,29.155732,41.539661,3.0949e-06
ngc6981_ejected,16.2,1.419046811,0.801112135,13.553723,16.164717,3.07872e-06
ngc1904_ejected,12.2,0.625143422,0.334165592,24.518901,12.856543,3.07511e-06
ngc5466_ejected,16.3,2.674927006,0.799243053,35.363887,40.5,3.07449e-06
ngc6171_ejected,6.0,0.753714808,0.512992636,13.270554,12.756874,3.06974e-06
ngc6402_ejected,8.4,1.551148635,0.574698127,29.155732,41.539661,3.05806e-06
pal_11_ejected,11.9,1.540870989,0.723781213,24.844152,20.63442,3.04543e-06
ngc6355_ejected,6.8,0.956823937,0.622541004,11.868753,16.294087,3.04503e-06
ngc6522_ejected,6.8,0.956823937,0.622541004,11.868753,16.294087,3.04503e-06
pal_2_ejected,13.7,1.078950394,0.69229703,16.626862,15.44293,3.0162e-06
ngc5986_ejected,10.0,0.573904352,0.290791463,17.011751,15.305127,3.01396e-06
ngc6453_ejected,10.5,0.440767762,0.116212309,12.663815,16.713589,3.00862e-06
terzan2_ejected,8.9,0.704884455,0.695037683,7.1512922,7.7132178,2.9782e-06
ngc5053_ejected,16.0,2.094905634,0.712821196,40.5,40.5,2.97138e-06
IC1276_ejected,8.9,0.693229119,0.373228842,17.898561,17.188067,2.96479e-06
ngc5897_ejected,12.4,1.388834374,0.614132966,29.605481,29.389974,2.95798e-06
ngc3201_ejected,4.9,0.885532373,0.480233026,17.373407,15.777792,2.95612e-06
ngc6101_ejected,14.7,1.989580593,0.706226751,34.738216,40.5,2.9513e-06
ngc6218_ejected,5.4,1.876138662,0.824545058,14.377293,12.535982,2.95e-06
ngc5897_ejected,12.4,2.006501518,0.676787399,40.5,40.5,2.93451e-06
ngc6366_ejected,3.4,6.916404693,0.951259627,17.019744,15.250861,2.89183e-06
ngc6333_ejected,8.1,1.336135471,0.75102742,13.824631,14.521838,2.8905e-06
ngc7078_ejected,10.0,0.859126411,0.443785388,23.942995,18.773153,2.86979e-06
Rup106_ejected,20.3,1.719777225,0.834030102,16.144092,16.787056,2.85833e-06
ngc6287_ejected,8.2,1.336135471,0.75102742,13.824631,14.521838,2.85525e-06
ngc4833_ejected,5.7,1.336857147,0.670626799,14.142919,22.137478,2.84609e-06
ngc5634_ejected,24.6,1.119348431,0.712909675,18.633844,17.891192,2.84059e-06
ngc2419_ejected,90.4,0.540591083,0.385282886,23.744264,24.244299,2.83148e-06
ngc5946_ejected,11.9,0.790292546,0.570209487,14.50038,14.301361,2.82882e-06
ngc6934_ejected,14.4,0.934003657,0.659699183,15.574471,13.697452,2.8208e-06
Liller1_ejected,10.2,0.55739252,0.595720082,7.787406,7.505457,2.81938e-06
ngc6171_ejected,6.0,0.67800994,0.365134038,14.337972,15.7356,2.8089e-06
ngc6362_ejected,7.2,0.792689813,0.283698438,22.268883,24.074142,2.80825e-06
ngc6541_ejected,7.2,0.827523274,0.5862684,11.78138,13.364611,2.80542e-06
ngc5466_ejected,16.3,2.106190112,0.835109267,21.076137,19.734234,2.80527e-06
ngc6624_ejected,7.4,0.956823937,0.622541004,11.868753,16.294087,2.79814e-06
ngc6553_ejected,4.1,0.622484187,0.545192707,7.5916996,8.026254,2.78252e-06
ngc6934_ejected,14.4,1.397878311,0.797845025,15.017879,12.694666,2.78014e-06
ngc6342_ejected,8.6,0.594031987,0.217916564,14.961032,20.998366,2.77687e-06
ngc6496_ejected,10.9,0.950199956,0.640148127,15.347077,13.907553,2.74869e-06
ngc4372_ejected,4.6,2.662794423,0.855997184,16.91967,15.814891,2.74581e-06
ngc6558_ejected,8.7,0.594031987,0.217916564,14.961032,20.998366,2.74495e-06
ngc5904_ejected,7.0,0.459947283,0.160995916,14.187055,10.950037,2.74262e-06
pal_6_ejected,6.2,0.639826513,0.504361016,7.4178966,13.583979,2.74232e-06
ngc6496_ejected,10.9,0.715002051,0.313546996,16.850921,26.399256,2.72958e-06
ngc5024_ejected,18.1,0.536959955,0.333404614,17.995509,13.782667,2.72618e-06
ngc6293_ejected,8.6,0.527523507,0.198471504,16.700925,14.075553,2.7242e-06
ngc7089_ejected,11.1,0.573904352,0.290791463,17.011751,15.305127,2.71528e-06
UKS1_ejected,7.2,1.464277769,0.446636769,40.632553,41.131116,2.71207e-06
ngc6235_ejected,9.4,3.341351513,0.898059139,19.914171,17.126659,2.70211e-06
ngc6779_ejected,9.7,0.910149937,0.523592015,19.449667,17.746616,2.69835e-06
ngc1261_ejected,15.2,0.757283327,0.570376163,14.855323,13.892625,2.69557e-06
ngc6440_ejected,7.5,0.827523274,0.5862684,11.78138,13.364611,2.6932e-06
ngc6144_ejected,9.8,0.693229119,0.373228842,17.898561,17.188067,2.69252e-06
Liller1_ejected,10.2,0.293327778,0.133172095,7.5596987,7.4912836,2.679e-06
Djor1_ejected,8.8,2.400700432,0.865071309,17.681186,13.871884,2.66153e-06
ngc6779_ejected,9.7,1.176003202,0.647009976,17.500088,19.752344,2.65805e-06
ngc6652_ejected,9.0,0.594031987,0.217916564,14.961032,20.998366,2.65345e-06
ngc6838_ejected,3.6,2.762585567,0.868511175,14.913841,13.426969,2.64847e-06
ngc6401_ejected,7.2,0.602431847,0.295791644,15.14945,14.65967,2.63874e-06
ngc6388_ejected,10.9,0.859126411,0.443785388,23.942995,18.773153,2.63283e-06
ngc5053_ejected,16.0,3.109584739,0.818766983,37.774986,41.153153,2.63155e-06
ngc6355_ejected,6.8,2.213005173,0.746526554,42.740343,16.705765,2.62593e-06
ngc6522_ejected,6.8,2.213005173,0.746526554,42.740343,16.705765,2.62593e-06
terzan10_ejected,7.9,0.956823937,0.622541004,11.868753,16.294087,2.62104e-06
ngc4372_ejected,4.6,0.783853901,0.386153081,13.494195,18.861754,2.60354e-06
ngc6760_ejected,6.9,1.115573485,0.622674006,16.444812,17.010162,2.60271e-06
ngc5634_ejected,24.6,0.754191484,0.543103783,17.680051,17.655747,2.59854e-06
ngc5927_ejected,7.0,1.115573485,0.622674006,16.444812,17.010162,2.56553e-06
ngc6401_ejected,7.2,0.753714808,0.512992636,13.270554,12.756874,2.55812e-06
ngc1261_ejected,15.2,0.805361363,0.577947269,16.676796,13.681181,2.55775e-06
HP1_ejected,8.1,0.956823937,0.622541004,11.868753,16.294087,2.55633e-06
pal_10_ejected,10.6,4.511676154,0.913826307,18.660494,29.671825,2.5532e-06
ngc6584_ejected,12.5,1.291881571,0.739979575,16.681282,14.577515,2.52816e-06
ngc6712_ejected,6.4,0.972622395,0.557873726,15.1463,17.086684,2.52248e-06
ngc6838_ejected,3.6,6.011169303,0.943972181,15.58485,14.817822,2.51563e-06
ngc6712_ejected,6.4,1.340229851,0.632737785,19.85809,21.034161,2.51209e-06
ngc6981_ejected,16.2,1.027378143,0.590982114,20.965552,21.117677,2.50134e-06
ngc288_ejected,8.1,0.792689813,0.283698438,22.268883,24.074142,2.49622e-06
ngc6779_ejected,9.7,0.508127469,0.066289433,17.739857,17.62659,2.48152e-06
ngc6093_ejected,8.4,0.956823937,0.622541004,11.868753,16.294087,2.46503e-06
pal_15_ejected,42.5,4.403338718,0.906759184,36.203334,40.5,2.45612e-06
ngc6284_ejected,13.8,0.790292546,0.570209487,14.50038,14.301361,2.43934e-06
ngc6637_ejected,7.8,0.602431847,0.295791644,15.14945,14.65967,2.43576e-06
ngc6624_ejected,7.4,2.213005173,0.746526554,42.740343,16.705765,2.41302e-06
ngc6681_ejected,8.6,0.956823937,0.622541004,11.868753,16.294087,2.4077e-06
ngc6229_ejected,28.3,0.625090234,0.510498684,16.464021,13.434215,2.40279e-06
pal_6_ejected,6.2,0.564871534,0.5119673,8.2299531,7.8142458,2.40187e-06
ngc6535_ejected,6.6,3.295781396,0.779246128,40.5,40.5,2.40099e-06
ngc362_ejected,8.0,0.459947283,0.160995916,14.187055,10.950037,2.39979e-06
ngc6341_ejected,8.0,0.459947283,0.160995916,14.187055,10.950037,2.39979e-06
ngc7006_ejected,39.5,2.108782709,0.876464775,18.024643,17.851238,2.39527e-06
ngc6528_ejected,7.0,0.603263891,0.584890291,7.4066644,7.6060297,2.39509e-06
pal_11_ejected,11.9,2.943739949,0.804511258,41.535538,29.741376,2.37332e-06
ngc6637_ejected,7.8,0.753714808,0.512992636,13.270554,12.756874,2.36134e-06
pal_2_ejected,13.7,0.750799403,0.466945623,18.05556,16.298851,2.34628e-06
ngc6569_ejected,8.1,0.602431847,0.295791644,15.14945,14.65967,2.34555e-06
ngc6401_ejected,7.2,0.67800994,0.365134038,14.337972,15.7356,2.34075e-06
ngc2298_ejected,10.4,1.100800783,0.580941746,22.228414,18.827013,2.33722e-06
IC1276_ejected,8.9,1.097298656,0.347275982,29.345255,38.01235,2.33658e-06
ngc5466_ejected,16.3,1.023244016,0.565592226,19.65095,24.662432,2.32638e-06
ngc6235_ejected,9.4,0.693197847,0.415423657,16.191543,14.220259,2.32195e-06
Rup106_ejected,20.3,1.911822152,0.82686167,25.323058,13.72751,2.32043e-06
ngc5897_ejected,12.4,2.228222129,0.787609292,24.371046,28.111356,2.31903e-06
ngc6760_ejected,6.9,1.876138662,0.824545058,14.377293,12.535982,2.3087e-06
ngc6325_ejected,9.0,0.956823937,0.622541004,11.868753,16.294087,2.30069e-06
ngc6584_ejected,12.5,1.151118529,0.644770032,16.788645,20.90378,2.2931e-06
ngc1261_ejected,15.2,0.72434552,0.515065101,13.29925,16.509359,2.28521e-06
Djor2_ejected,13.2,0.573904352,0.290791463,17.011751,15.305127,2.28331e-06
ngc5927_ejected,7.0,1.876138662,0.824545058,14.377293,12.535982,2.27571e-06
ngc6569_ejected,8.1,0.753714808,0.512992636,13.270554,12.756874,2.27388e-06
ngc6838_ejected,3.6,0.976016795,0.537115524,12.250351,15.641377,2.27046e-06
Pyxis_ejected,34.9,2.170844024,0.853935444,16.969035,27.270658,2.26413e-06
terzan10_ejected,7.9,2.213005173,0.746526554,42.740343,16.705765,2.26029e-06
IC4499_ejected,17.6,2.717794244,0.882952495,19.990263,17.216674,2.24527e-06
ngc6139_ejected,9.1,0.827523274,0.5862684,11.78138,13.364611,2.21967e-06
ngc4833_ejected,5.7,2.662794423,0.855997184,16.91967,15.814891,2.21592e-06
pal_6_ejected,6.2,0.915823813,0.552166865,13.624996,14.894411,2.21505e-06
HP1_ejected,8.1,2.213005173,0.746526554,42.740343,16.705765,2.20448e-06
ngc5466_ejected,16.3,1.583215681,0.613084065,30.803285,40.5,2.1722e-06
pal_8_ejected,11.7,3.341351513,0.898059139,19.914171,17.126659,2.17092e-06
pal_5_ejected,21.8,2.372927748,0.874093334,15.223428,20.218949,2.16921e-06
ngc6362_ejected,7.2,1.769752364,0.747543919,18.488673,19.860218,2.16484e-06
ngc5897_ejected,12.4,1.441555413,0.522648349,33.187811,40.5,2.1614e-06
ngc6637_ejected,7.8,0.67800994,0.365134038,14.337972,15.7356,2.16069e-06
ngc4372_ejected,4.6,1.583823015,0.684006936,16.602231,20.949592,2.16037e-06
terzan7_ejected,21.9,2.372927748,0.874093334,15.223428,20.218949,2.15931e-06
ngc5634_ejected,24.6,0.481832912,0.26372576,17.547318,13.732841,2.1475e-06
ngc6809_ejected,5.1,1.198333831,0.511464237,20.920429,22.842563,2.13608e-06
ngc6229_ejected,28.3,0.658052762,0.525237237,13.655377,16.234347,2.13198e-06
ngc6093_ejected,8.4,2.213005173,0.746526554,42.740343,16.705765,2.12575e-06
ngc3201_ejected,4.9,1.634277178,0.752757657,13.757858,15.656572,2.12529e-06
ngc6144_ejected,9.8,1.097298656,0.347275982,29.345255,38.01235,2.12199e-06
ngc5466_ejected,16.3,1.914973285,0.715612526,27.88482,35.98509,2.11169e-06
ngc4372_ejected,4.6,1.707396485,0.601428235,24.874981,30.416371,2.11031e-06
pal_6_ejected,6.2,0.510073621,0.440695245,7.4796766,8.2295757,2.10864e-06
ngc4833_ejected,5.7,0.783853901,0.386153081,13.494195,18.861754,2.10111e-06
ngc5634_ejected,24.6,1.118001501,0.64207876,17.673741,26.351026,2.09086e-06
ngc6584_ejected,12.5,0.966665215,0.473603712,32.242352,15.479525,2.08495e-06
ngc6712_ejected,6.4,1.878343501,0.807793644,14.303114,14.207869,2.0846e-06
ngc6569_ejected,8.1,0.67800994,0.365134038,14.337972,15.7356,2.08067e-06
ngc2298_ejected,10.4,0.959597119,0.4636031,23.859123,20.052618,2.07987e-06
ngc6681_ejected,8.6,2.213005173,0.746526554,42.740343,16.705765,2.07632e-06
ngc6362_ejected,7.2,1.373983486,0.719062053,13.567166,16.312292,2.07138e-06
ngc6934_ejected,14.4,0.776834074,0.334519488,31.269156,16.460384,2.06479e-06
ngc5824_ejected,32.2,0.536332882,0.296803996,13.513517,24.407463,2.06361e-06
ngc6712_ejected,6.4,0.914712813,0.316927588,17.127678,31.347172,2.05141e-06
IC1276_ejected,8.9,0.690094771,0.276750494,19.226658,17.776492,2.03081e-06
ngc6715_ejected,25.4,0.578142583,0.344492963,16.001597,19.03602,2.0299e-06
ngc4372_ejected,4.6,3.164778534,0.798027063,29.556424,28.54379,2.02359e-06
ngc7006_ejected,39.5,1.880789328,0.74081313,40.662234,31.251977,2.01772e-06
IC4499_ejected,17.6,2.629765722,0.759230806,41.59554,41.453833,2.01431e-06
ngc6517_ejected,10.1,0.827523274,0.5862684,11.78138,13.364611,1.9999e-06
IC1276_ejected,8.9,2.148222565,0.740327648,28.817142,25.972922,1.98605e-06
ngc6325_ejected,9.0,2.213005173,0.746526554,42.740343,16.705765,1.98404e-06
ngc7006_ejected,39.5,0.969453539,0.698141521,15.539122,17.100258,1.98254e-06
ngc6453_ejected,10.5,0.956823937,0.622541004,11.868753,16.294087,1.97202e-06
ngc6723_ejected,8.2,0.972622395,0.557873726,15.1463,17.086684,1.96876e-06
ngc6723_ejected,8.2,1.340229851,0.632737785,19.85809,21.034161,1.96065e-06
Djor1_ejected,8.8,2.068613215,0.852525161,13.448603,12.227021,1.96024e-06
ngc6981_ejected,16.2,1.291881571,0.739979575,16.681282,14.577515,1.95074e-06
ngc7492_ejected,24.3,2.372927748,0.874093334,15.223428,20.218949,1.94604e-06
ngc288_ejected,8.1,1.769752364,0.747543919,18.488673,19.860218,1.9243e-06
ngc6712_ejected,6.4,1.977460629,0.657780862,32.28725,28.609889,1.91339e-06
ngc6397_ejected,2.2,1.284545695,0.340827973,17.780309,36.429054,1.90566e-06
ngc1261_ejected,15.2,0.504019862,0.198241051,16.206105,14.489226,1.90244e-06
ngc5694_ejected,33.0,0.612375888,0.489624581,16.359118,13.433684,1.90226e-06
UKS1_ejected,7.2,1.213798234,0.69541465,13.031112,13.630864,1.88022e-06
pal_8_ejected,11.7,0.693197847,0.415423657,16.191543,14.220259,1.8655e-06
ngc5897_ejected,12.4,1.656987512,0.648055815,19.193436,42.826948,1.85941e-06
ngc6638_ejected,7.8,0.613978014,0.228979673,16.798718,14.734668,1.85343e-06
ngc6316_ejected,10.9,0.827523274,0.5862684,11.78138,13.364611,1.85312e-06
ngc5053_ejected,16.0,2.689711038,0.831932261,26.551606,25.637215,1.84871e-06
ngc6144_ejected,9.8,0.690094771,0.276750494,19.226658,17.776492,1.84431e-06
ngc288_ejected,8.1,1.373983486,0.719062053,13.567166,16.312292,1.84123e-06
pal_6_ejected,6.2,0.622484187,0.545192707,7.5916996,8.026254,1.84006e-06
ngc6293_ejected,8.6,0.855309174,0.467374735,15.437372,17.964598,1.83952e-06
ngc6934_ejected,14.4,0.742521213,0.594958099,12.508026,10.264461,1.83846e-06
ngc5466_ejected,16.3,1.367979156,0.601443272,30.816547,25.724645,1.8359e-06
ngc6553_ejected,4.1,0.612416541,0.481869769,8.1942234,7.5566075,1.83552e-06
ngc1261_ejected,15.2,0.933062884,0.600402077,15.150163,16.527172,1.83275e-06
ngc4590_ejected,9.9,0.875432062,0.208508222,28.625909,29.67049,1.80587e-06
ngc6712_ejected,6.4,1.585979496,0.718385761,16.944931,17.124626,1.8054e-06
ngc6144_ejected,9.8,2.148222565,0.740327648,28.817142,25.972922,1.80365e-06
ngc7006_ejected,39.5,0.630802845,0.407502868,17.371871,21.497083,1.80306e-06
IC1276_ejected,8.9,1.291968298,0.502734435,26.646916,29.597057,1.80155e-06
Djor1_ejected,8.8,1.873597187,0.651993726,22.967889,40.5,1.78235e-06
ngc6981_ejected,16.2,1.151118529,0.644770032,16.788645,20.90378,1.76937e-06
ngc2298_ejected,10.4,1.441232322,0.562301011,26.24854,32.766559,1.76913e-06
pal_14_ejected,69.8,8.780917073,0.979920447,16.308188,17.228587,1.76078e-06
ngc4833_ejected,5.7,1.583823015,0.684006936,16.602231,20.949592,1.74346e-06
ngc1261_ejected,15.2,0.574671312,0.243398835,16.707709,16.885297,1.73085e-06
ngc5466_ejected,16.3,0.827447015,0.487686597,17.432509,18.728071,1.72351e-06
IC1276_ejected,8.9,1.304861482,0.449605653,35.328553,28.534854,1.71629e-06
